date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow
2003-09-26,0.0,93.87,-46.96,101.01,13.07,8.59,2.33,0.04,0.31,0.26,0.29,0.4,0.0,-0.0,-93.64,100.89,8.61,5.33,-1.24,-3.57,0.31,0.26,0.29,0.4,0.0,440.43,-8.58,101.18,18.5,11.89,5.11,2.05,0.32,0.26,0.29,0.4,1.11,3.37,0.13
2003-09-27,0.0,110.16,-61.48,101.06,12.36,6.26,-0.92,-1.7,0.31,0.26,0.29,0.4,0.0,-0.0,-100.43,100.78,8.08,2.74,-1.64,-2.58,0.31,0.26,0.29,0.4,0.0,433.43,-21.91,101.23,16.3,9.2,0.12,-0.66,0.32,0.26,0.29,0.4,0.08,3.38,0.13
2003-09-28,0.0,93.48,-48.38,100.45,11.49,7.9,1.26,-2.94,0.32,0.26,0.29,0.4,0.0,0.0,-80.95,100.32,8.34,6.99,-1.18,-4.8,0.31,0.26,0.29,0.4,0.0,346.57,-15.43,100.71,14.57,9.01,2.46,-1.12,0.32,0.26,0.29,0.4,2.07,3.1,0.13
2003-09-29,0.0,125.77,-79.97,100.44,11.21,5.73,1.68,2.07,0.32,0.26,0.29,0.4,0.0,0.0,-117.01,100.32,5.04,4.16,0.38,-1.0,0.31,0.26,0.29,0.4,0.0,468.87,-60.11,100.56,16.87,7.6,2.87,3.9,0.32,0.26,0.29,0.4,0.0,3.88,0.14
2003-09-30,0.0,47.77,-48.43,100.25,13.14,7.91,-2.39,2.27,0.31,0.26,0.29,0.4,0.0,-0.0,-78.95,100.19,9.21,5.95,-3.5,-0.16,0.31,0.26,0.29,0.4,0.0,152.19,-25.02,100.35,17.25,10.16,0.12,4.1,0.31,0.26,0.29,0.4,0.15,2.87,0.14
2003-10-01,0.0,113.79,-66.16,100.03,13.9,9.46,-3.45,-2.36,0.31,0.26,0.29,0.4,0.0,-0.0,-103.83,99.83,11.24,8.1,-5.7,-3.15,0.3,0.26,0.29,0.4,0.0,420.36,-40.59,100.23,18.0,11.53,-1.03,-0.69,0.31,0.26,0.29,0.4,0.0,4.03,0.14
2003-10-02,0.0,32.34,-21.86,100.2,13.82,11.14,-2.01,-1.35,0.31,0.26,0.29,0.4,0.0,-0.0,-54.87,100.11,10.68,8.34,-3.22,-3.21,0.3,0.26,0.29,0.4,0.0,159.16,-1.95,100.33,17.52,13.58,-0.95,0.66,0.31,0.26,0.29,0.4,1.18,1.47,0.14
2003-10-03,0.0,66.33,-42.02,100.0,14.09,10.19,2.12,-2.29,0.31,0.26,0.29,0.4,0.0,-0.0,-92.57,99.91,10.26,5.67,-1.13,-3.85,0.31,0.26,0.29,0.4,0.0,310.43,-4.16,100.1,17.45,13.16,4.44,-0.61,0.31,0.26,0.29,0.4,0.05,3.01,0.14
2003-10-04,0.0,103.39,-75.27,100.15,10.05,3.92,3.96,-3.39,0.31,0.26,0.29,0.4,0.0,0.0,-95.35,100.06,5.6,1.25,1.14,-5.45,0.3,0.26,0.29,0.4,0.0,393.48,-44.06,100.33,13.81,5.95,5.08,-2.09,0.31,0.26,0.29,0.4,1.44,4.99,0.13
2003-10-05,0.0,128.58,-84.21,100.65,7.6,-0.72,3.35,-2.83,0.31,0.26,0.29,0.4,0.0,0.0,-131.04,100.35,3.47,-3.94,2.56,-5.9,0.31,0.26,0.29,0.4,0.0,455.89,-29.9,100.87,11.67,4.06,4.39,3.58,0.31,0.26,0.29,0.4,0.28,5.64,0.12
2003-10-06,0.0,83.91,-49.25,99.74,11.28,5.08,6.52,0.51,0.31,0.26,0.29,0.4,0.0,0.0,-83.56,99.6,7.98,3.16,3.56,-2.06,0.31,0.26,0.29,0.4,0.0,323.98,-5.84,100.2,14.08,8.49,8.25,5.44,0.31,0.26,0.29,0.4,0.74,5.81,0.14
2003-10-07,0.0,91.64,-65.57,99.78,9.74,2.26,6.35,-3.07,0.32,0.26,0.29,0.4,0.0,0.0,-116.12,99.41,7.34,-2.93,3.96,-6.18,0.31,0.26,0.29,0.4,0.0,377.84,-14.85,100.49,12.85,5.92,8.05,-0.04,0.32,0.26,0.29,0.4,2.02,6.6,0.14
2003-10-08,0.0,32.89,-31.08,100.48,12.19,7.98,5.35,-1.45,0.32,0.27,0.29,0.4,0.0,0.0,-83.82,100.27,5.77,1.69,3.24,-4.02,0.32,0.26,0.29,0.4,0.0,156.06,1.6,100.71,17.22,11.72,8.55,2.16,0.32,0.27,0.29,0.4,0.39,3.29,0.14
2003-10-09,0.0,81.72,-42.81,100.78,14.87,9.46,4.94,-0.2,0.31,0.27,0.29,0.4,0.0,0.0,-78.68,100.67,12.59,7.96,3.93,-2.91,0.31,0.27,0.29,0.4,0.0,325.25,-12.98,100.91,17.64,11.66,6.35,2.17,0.32,0.27,0.29,0.4,0.2,4.68,0.14
2003-10-10,0.0,57.13,-51.79,100.81,13.93,9.57,4.61,-0.11,0.31,0.27,0.29,0.4,0.0,0.0,-82.38,100.54,9.15,5.67,2.31,-1.88,0.31,0.27,0.29,0.4,0.0,233.95,-0.22,101.18,17.08,12.12,6.31,2.16,0.31,0.27,0.29,0.4,0.13,3.23,0.13
2003-10-11,0.0,102.34,-72.42,101.48,11.36,6.42,0.83,-0.64,0.3,0.27,0.29,0.4,0.0,0.0,-96.68,101.22,6.73,5.56,-2.94,-2.08,0.3,0.27,0.29,0.4,0.0,394.83,-46.14,101.66,16.65,7.42,2.68,1.26,0.31,0.27,0.29,0.4,0.0,2.79,0.12
2003-10-12,0.0,90.7,-64.78,101.51,11.41,7.23,-4.61,1.32,0.3,0.27,0.29,0.4,0.0,0.0,-99.63,101.33,8.33,5.94,-6.81,0.07,0.3,0.27,0.29,0.4,0.0,340.03,-46.15,101.67,14.51,8.01,-2.14,2.46,0.3,0.27,0.29,0.4,0.0,3.62,0.12
2003-10-13,0.0,92.04,-68.06,101.29,11.7,7.66,-4.75,0.63,0.29,0.27,0.29,0.4,0.0,0.0,-100.14,101.19,10.09,7.12,-5.97,-0.31,0.29,0.27,0.29,0.4,0.0,359.04,-43.17,101.42,14.44,8.34,-3.82,1.47,0.3,0.27,0.29,0.4,0.0,3.34,0.13
2003-10-14,0.0,100.37,-80.89,101.66,11.27,6.4,-5.48,0.42,0.29,0.27,0.29,0.4,0.0,0.0,-108.1,101.43,9.39,4.82,-6.96,-0.03,0.29,0.27,0.29,0.4,0.0,381.29,-51.77,101.93,14.16,7.7,-4.28,1.16,0.29,0.27,0.29,0.4,0.0,4.1,0.14
2003-10-15,0.0,103.04,-90.14,102.04,9.82,4.52,-5.29,-0.06,0.29,0.27,0.29,0.4,0.0,0.0,-120.93,101.92,7.4,3.18,-6.65,-1.14,0.28,0.27,0.29,0.4,0.0,397.22,-56.59,102.14,13.02,5.69,-4.42,0.67,0.29,0.27,0.29,0.4,0.0,4.05,0.13
2003-10-16,0.0,95.6,-82.89,102.11,9.48,5.21,-4.65,-0.84,0.28,0.27,0.29,0.4,0.0,0.0,-116.94,102.01,7.19,3.35,-6.47,-1.76,0.28,0.27,0.29,0.4,0.0,381.8,-42.85,102.25,13.13,6.99,-3.64,-0.16,0.28,0.27,0.29,0.4,0.0,3.27,0.13
2003-10-17,0.0,86.43,-76.4,101.59,8.82,5.01,-4.34,-1.17,0.28,0.27,0.29,0.4,0.0,0.0,-116.7,101.26,6.65,3.53,-5.97,-1.57,0.28,0.26,0.29,0.4,0.0,362.0,-34.24,101.99,12.4,6.0,-3.16,-0.46,0.28,0.27,0.29,0.4,0.0,2.8,0.13
2003-10-18,0.0,89.98,-82.8,100.93,8.67,5.3,-3.49,-2.08,0.28,0.26,0.29,0.4,0.0,0.0,-110.49,100.69,5.53,4.57,-5.5,-2.86,0.28,0.26,0.29,0.4,0.0,349.82,-51.29,101.23,13.23,6.69,-2.71,-1.47,0.28,0.26,0.29,0.4,0.0,2.33,0.12
2003-10-19,0.0,57.7,-56.39,100.32,9.02,4.29,-3.44,-3.82,0.27,0.26,0.29,0.4,0.0,0.0,-74.97,100.09,6.41,1.38,-6.02,-5.3,0.27,0.26,0.29,0.4,0.0,243.3,-31.88,100.63,12.62,5.62,-1.86,-2.8,0.28,0.26,0.29,0.4,0.01,3.37,0.12
2003-10-20,0.0,74.75,-69.17,99.99,7.55,1.42,-1.31,-5.38,0.27,0.26,0.29,0.4,0.0,0.0,-93.32,99.92,4.78,0.15,-3.04,-6.98,0.27,0.26,0.29,0.4,0.0,297.12,-43.29,100.08,10.17,3.05,1.21,-4.22,0.27,0.26,0.29,0.4,0.2,4.29,0.13
2003-10-21,0.0,80.08,-72.71,100.15,4.88,1.32,0.35,-1.88,0.27,0.26,0.29,0.4,0.0,0.0,-106.36,100.08,1.99,-0.08,-2.46,-3.93,0.27,0.26,0.29,0.4,0.0,338.25,-44.38,100.24,8.58,2.54,2.14,0.21,0.27,0.26,0.29,0.4,0.16,1.74,0.13
2003-10-22,0.0,49.07,-43.55,100.04,5.79,3.34,-3.71,-0.16,0.31,0.26,0.29,0.4,0.0,0.0,-69.44,99.9,2.81,1.78,-5.17,-1.76,0.27,0.26,0.29,0.4,0.0,215.85,-18.78,100.3,9.09,5.7,-2.08,2.13,0.33,0.26,0.29,0.4,5.39,1.43,0.13
2003-10-23,0.0,79.54,-74.94,100.91,5.74,0.89,-3.41,-3.44,0.33,0.27,0.29,0.4,0.0,0.0,-99.51,100.34,1.6,-2.89,-6.63,-4.97,0.33,0.26,0.29,0.4,0.0,329.72,-39.94,101.39,9.15,3.07,1.1,-2.01,0.33,0.27,0.29,0.4,0.14,3.41,0.13
2003-10-24,0.0,64.98,-65.36,101.25,4.41,0.52,2.3,-3.15,0.32,0.27,0.29,0.4,0.0,0.0,-89.2,101.11,0.88,-0.41,1.11,-6.1,0.32,0.27,0.29,0.4,0.0,287.37,-39.03,101.4,8.42,1.59,3.84,-1.2,0.33,0.27,0.29,0.4,0.09,2.25,0.13
2003-10-25,0.0,76.75,-63.56,101.01,5.52,1.73,4.44,-1.18,0.32,0.27,0.29,0.4,0.0,0.0,-100.44,100.33,1.15,-0.57,2.72,-2.96,0.32,0.27,0.29,0.4,0.0,338.4,-14.94,101.41,10.62,4.66,6.49,0.4,0.34,0.27,0.29,0.4,2.49,2.56,0.12
2003-10-26,0.0,70.51,-65.39,100.65,6.2,3.15,0.93,-3.96,0.34,0.27,0.29,0.4,0.0,0.0,-92.43,100.33,3.17,1.68,-1.11,-4.97,0.34,0.27,0.29,0.4,0.0,283.1,-26.51,101.06,10.08,4.53,2.59,-2.7,0.34,0.27,0.29,0.4,0.44,1.87,0.12
2003-10-27,0.0,72.45,-64.26,101.22,5.01,1.7,1.01,-0.05,0.34,0.27,0.29,0.4,0.0,0.0,-102.25,101.09,0.76,0.22,0.15,-2.37,0.33,0.27,0.29,0.4,0.0,329.49,-34.78,101.37,9.98,3.94,1.63,2.08,0.34,0.27,0.29,0.4,0.0,1.22,0.14
2003-10-28,0.0,71.91,-56.37,100.47,5.61,1.71,1.99,2.33,0.33,0.27,0.29,0.4,0.0,0.0,-94.88,99.57,0.71,-0.23,1.28,1.76,0.33,0.27,0.29,0.4,0.0,321.92,-19.56,101.1,9.89,3.87,3.58,3.67,0.33,0.27,0.29,0.4,0.82,1.95,0.14
2003-10-29,0.0,25.98,-26.31,98.59,6.68,5.02,2.27,2.11,0.37,0.27,0.29,0.4,0.0,0.0,-73.34,98.22,4.59,3.72,1.83,-0.19,0.33,0.27,0.29,0.4,0.0,125.14,-5.9,99.45,9.07,6.78,2.65,4.43,0.39,0.28,0.29,0.4,5.65,0.85,0.15
2003-10-30,0.0,69.49,-42.43,97.68,6.78,3.74,-0.52,2.03,0.38,0.28,0.29,0.4,0.0,0.0,-103.94,96.68,4.12,0.55,-6.11,-0.66,0.37,0.28,0.29,0.4,0.0,311.57,-5.15,98.24,9.58,6.08,3.28,4.74,0.42,0.28,0.29,0.4,4.72,2.07,0.15
2003-10-31,0.0,39.06,-26.29,96.91,8.44,6.82,-0.33,-0.08,0.43,0.31,0.29,0.4,0.0,0.0,-68.11,96.46,6.81,5.93,-5.8,-3.07,0.41,0.29,0.29,0.4,0.0,168.97,-1.94,97.56,11.23,7.64,3.1,2.87,0.47,0.32,0.29,0.4,7.16,0.87,0.19
2003-11-01,0.0,57.22,-43.22,98.42,7.49,4.28,3.86,-2.35,0.4,0.33,0.29,0.4,0.0,0.0,-79.49,97.62,5.0,2.53,2.21,-5.34,0.39,0.32,0.29,0.4,0.0,253.58,-3.26,99.0,10.14,5.99,5.11,2.99,0.41,0.33,0.29,0.4,1.47,2.41,0.17
2003-11-02,0.0,18.47,-37.67,98.34,9.27,7.23,2.87,5.95,0.43,0.34,0.29,0.4,0.0,0.0,-76.47,97.99,4.75,2.17,1.16,3.7,0.39,0.33,0.29,0.4,0.0,120.03,0.99,98.97,12.2,10.62,5.39,8.97,0.46,0.35,0.3,0.4,8.66,1.22,0.17
2003-11-03,0.0,53.13,-68.13,99.37,9.94,5.38,5.53,2.98,0.41,0.36,0.3,0.4,0.0,0.0,-101.06,98.36,7.28,2.55,3.12,0.53,0.4,0.35,0.3,0.4,0.0,209.92,-39.63,100.95,12.67,7.61,9.21,5.83,0.43,0.36,0.3,0.4,0.35,3.59,0.17
2003-11-04,0.0,63.14,-63.02,101.55,9.34,7.1,1.26,3.78,0.39,0.36,0.3,0.4,0.0,0.0,-86.22,101.05,4.73,4.15,-0.14,1.73,0.39,0.36,0.3,0.4,0.0,289.66,-0.07,101.78,13.92,10.06,3.26,6.1,0.4,0.36,0.3,0.4,0.0,1.42,0.16
2003-11-05,0.0,49.76,-46.38,101.56,10.69,8.62,-1.74,4.32,0.38,0.36,0.3,0.4,0.0,0.0,-109.66,101.26,8.46,6.54,-3.54,3.34,0.38,0.36,0.3,0.4,0.0,263.64,0.76,101.78,12.19,11.16,0.35,4.81,0.39,0.36,0.3,0.4,0.0,1.54,0.16
2003-11-06,0.0,61.04,-66.49,101.78,10.35,8.83,-1.13,2.16,0.38,0.36,0.3,0.4,0.0,0.0,-87.38,101.33,7.96,6.95,-2.76,0.82,0.37,0.36,0.3,0.4,0.0,268.61,-40.63,101.99,15.36,11.66,0.16,4.34,0.38,0.36,0.3,0.4,0.0,0.61,0.16
2003-11-07,0.0,68.81,-80.9,102.01,8.29,5.76,-4.32,0.68,0.37,0.36,0.3,0.4,0.0,0.0,-115.03,101.89,6.88,4.38,-5.42,-0.81,0.37,0.36,0.3,0.4,0.0,300.01,-6.62,102.16,11.09,7.14,-2.89,2.73,0.37,0.36,0.3,0.4,0.0,1.52,0.15
2003-11-08,0.0,23.49,-21.84,101.31,7.79,3.45,-4.84,0.24,0.37,0.36,0.3,0.4,0.0,0.0,-67.48,100.85,6.63,2.09,-6.34,-0.82,0.37,0.36,0.3,0.4,0.0,98.13,-8.27,101.86,8.54,4.67,-2.54,2.19,0.37,0.36,0.3,0.4,0.16,2.78,0.14
2003-11-09,0.0,36.86,-45.71,100.86,7.14,5.49,-2.3,2.15,0.37,0.36,0.3,0.4,0.0,0.0,-77.58,100.76,4.42,3.61,-3.23,1.57,0.37,0.36,0.3,0.4,0.0,204.93,-1.36,100.98,9.38,7.44,-1.08,3.3,0.37,0.36,0.3,0.4,0.51,0.68,0.14
2003-11-10,0.0,38.42,-36.69,101.32,9.25,7.98,-1.32,1.4,0.37,0.36,0.3,0.4,0.0,0.0,-59.1,101.01,6.35,6.02,-1.98,0.57,0.37,0.36,0.3,0.4,0.0,186.02,-22.55,101.45,12.78,9.66,-0.68,2.21,0.37,0.36,0.3,0.4,0.06,0.42,0.15
2003-11-11,0.0,31.17,-12.75,101.11,9.22,8.19,-1.93,1.89,0.37,0.36,0.3,0.4,0.0,0.0,-48.06,100.69,7.89,7.77,-2.64,0.03,0.36,0.36,0.3,0.4,0.0,147.73,-0.3,101.41,11.61,9.33,-1.2,3.33,0.37,0.36,0.3,0.4,0.06,0.85,0.15
2003-11-12,0.0,13.57,-32.12,100.7,9.97,8.8,1.41,1.73,0.39,0.36,0.3,0.4,0.0,0.0,-83.48,100.42,6.19,4.97,-1.86,-1.67,0.36,0.36,0.3,0.4,0.0,97.7,-0.54,101.23,11.37,10.71,4.68,4.32,0.41,0.36,0.3,0.4,4.06,0.41,0.15
2003-11-13,0.0,41.51,-54.75,101.28,8.94,7.26,1.08,3.87,0.4,0.36,0.3,0.4,0.0,0.0,-73.72,100.86,6.06,4.91,-2.31,1.91,0.39,0.36,0.3,0.4,0.0,237.57,-38.77,101.48,12.84,9.24,3.19,6.95,0.4,0.36,0.3,0.4,0.15,0.79,0.15
2003-11-14,0.0,50.65,-43.22,99.99,10.09,5.51,2.82,6.79,0.39,0.36,0.3,0.4,0.0,0.0,-101.0,99.61,8.22,3.75,-2.47,4.05,0.39,0.36,0.3,0.4,0.0,245.65,-0.77,100.7,12.58,7.89,7.73,8.05,0.4,0.36,0.3,0.4,1.98,4.55,0.14
2003-11-15,0.0,51.0,-72.01,100.24,7.9,5.2,3.78,0.91,0.39,0.36,0.3,0.4,0.0,0.0,-96.27,99.87,4.84,3.48,2.05,-1.14,0.39,0.36,0.3,0.4,0.0,243.54,-47.85,100.46,10.53,5.89,6.5,3.31,0.4,0.36,0.3,0.4,0.0,1.43,0.14
2003-11-16,0.0,54.62,-66.08,100.71,5.64,3.33,2.62,-1.4,0.38,0.36,0.3,0.4,0.0,0.0,-103.68,100.46,3.47,2.76,1.79,-2.68,0.38,0.36,0.3,0.4,0.0,256.58,-34.41,101.1,8.84,3.9,3.62,-0.26,0.39,0.36,0.3,0.4,0.01,1.03,0.13
2003-11-17,0.0,9.05,-21.19,101.01,7.73,6.59,3.78,2.27,0.4,0.37,0.3,0.4,0.0,0.0,-74.92,100.82,2.95,2.3,2.48,-0.22,0.38,0.36,0.3,0.4,0.0,48.66,3.21,101.21,12.28,11.65,4.99,3.97,0.43,0.37,0.3,0.4,4.61,0.4,0.15
2003-11-18,0.0,16.69,-15.51,101.07,12.29,10.93,4.58,2.12,0.41,0.37,0.3,0.4,0.0,-0.0,-51.54,100.91,11.24,9.68,3.93,1.18,0.4,0.37,0.3,0.4,0.0,95.74,-1.75,101.17,13.2,12.03,5.79,2.89,0.42,0.37,0.3,0.4,0.06,0.79,0.17
2003-11-19,0.0,30.3,-23.77,101.05,11.98,9.76,4.19,3.0,0.4,0.37,0.3,0.4,0.0,0.0,-42.99,100.89,10.24,8.2,1.69,1.62,0.39,0.37,0.3,0.4,0.0,163.8,-4.07,101.13,14.29,10.71,7.52,4.04,0.4,0.37,0.3,0.4,0.02,1.75,0.16
2003-11-20,0.0,17.67,-18.67,100.29,11.13,9.36,2.06,3.58,0.39,0.37,0.3,0.4,0.0,0.0,-52.91,100.0,10.51,8.88,0.75,1.64,0.39,0.37,0.3,0.4,0.0,91.82,-5.47,100.84,12.22,9.9,3.81,4.33,0.4,0.37,0.3,0.4,1.7,1.1,0.16
2003-11-21,0.0,16.58,-16.28,99.91,8.73,8.0,0.19,-1.24,0.44,0.38,0.3,0.4,0.0,0.0,-27.27,99.85,7.61,6.88,-1.23,-2.25,0.41,0.37,0.3,0.4,0.0,106.76,-5.13,100.02,10.45,9.62,2.51,1.01,0.46,0.39,0.3,0.4,7.5,0.4,0.15
2003-11-22,0.0,4.05,-6.61,99.32,7.48,6.8,-1.07,-2.95,0.46,0.42,0.3,0.4,0.0,0.0,-18.17,99.03,6.31,5.53,-2.24,-4.97,0.44,0.39,0.3,0.4,0.0,22.09,-1.86,99.82,8.64,8.18,0.7,-1.56,0.49,0.45,0.31,0.4,16.24,0.49,0.23
2003-11-23,0.0,8.76,-12.4,99.5,6.5,5.2,-1.64,-3.95,0.46,0.46,0.32,0.4,0.0,0.0,-22.93,99.38,6.0,4.49,-2.86,-4.84,0.42,0.45,0.31,0.4,0.0,56.64,-6.86,99.69,7.26,5.81,-0.04,-3.33,0.49,0.48,0.34,0.4,26.97,0.92,0.44
2003-11-24,0.0,33.35,-38.44,99.92,5.43,4.52,0.68,-2.25,0.44,0.45,0.34,0.4,0.0,0.0,-79.96,99.69,2.03,1.82,-0.94,-4.06,0.44,0.44,0.34,0.4,0.0,166.46,-9.12,100.04,7.56,5.44,1.7,1.62,0.44,0.46,0.34,0.4,0.52,0.59,0.49
2003-11-25,0.0,16.62,-18.75,99.51,7.23,5.26,1.37,4.85,0.44,0.44,0.34,0.4,0.0,0.0,-45.71,98.81,2.27,1.31,0.43,2.03,0.43,0.44,0.34,0.4,0.0,117.95,0.04,99.96,10.38,9.53,1.96,6.92,0.47,0.44,0.35,0.4,4.11,1.11,0.33
2003-11-26,0.0,15.89,-38.64,98.09,7.88,5.96,1.98,5.74,0.47,0.46,0.35,0.4,0.0,0.0,-94.96,97.5,2.6,1.33,-0.27,2.15,0.46,0.44,0.35,0.4,0.0,121.69,-1.0,98.7,10.73,9.55,6.22,9.24,0.49,0.48,0.36,0.4,13.34,1.32,0.8
2003-11-27,0.0,37.78,-69.73,99.18,2.12,1.18,1.48,0.76,0.45,0.45,0.36,0.4,0.0,0.0,-89.03,98.57,-1.73,-1.91,0.07,-0.55,0.44,0.45,0.36,0.4,0.0,182.83,-35.4,99.81,6.14,4.07,2.46,2.18,0.45,0.46,0.36,0.4,0.0,0.16,0.67
2003-11-28,0.0,36.91,-55.28,100.08,3.81,1.93,1.06,3.07,0.44,0.44,0.36,0.4,0.0,0.0,-88.85,99.83,-0.52,-1.61,-0.08,1.4,0.44,0.44,0.36,0.4,0.0,188.93,-3.78,100.23,7.79,5.58,2.4,5.32,0.44,0.45,0.37,0.4,0.25,0.51,0.33
2003-11-29,0.0,5.98,-22.68,99.5,7.63,6.48,-0.52,5.73,0.45,0.44,0.37,0.4,0.0,0.0,-53.08,99.0,6.27,4.46,-3.57,1.68,0.44,0.44,0.37,0.4,0.0,42.16,1.68,100.15,10.34,9.65,3.16,8.64,0.46,0.44,0.37,0.4,2.73,0.56,0.24
2003-11-30,0.0,40.12,-49.28,99.26,6.8,5.84,-0.12,1.84,0.45,0.44,0.37,0.4,0.0,0.0,-83.68,99.1,3.65,3.2,-2.48,1.15,0.44,0.44,0.37,0.4,0.0,201.71,-11.79,99.38,9.48,6.98,2.19,2.8,0.47,0.44,0.37,0.4,3.34,0.23,0.23
2003-12-01,0.0,5.74,-17.12,99.14,8.27,7.47,-2.97,-0.4,0.47,0.45,0.37,0.4,0.0,-0.0,-45.63,98.88,6.51,6.07,-4.09,-3.81,0.46,0.44,0.37,0.4,0.0,29.0,3.6,99.75,9.76,8.83,-1.12,2.92,0.48,0.46,0.37,0.4,5.29,0.17,0.25
2003-12-02,0.0,21.6,-39.01,100.42,7.38,6.67,-1.82,0.2,0.46,0.45,0.38,0.4,0.0,-0.0,-68.52,99.8,5.66,5.05,-3.28,-1.51,0.45,0.45,0.37,0.4,0.0,124.71,-3.52,100.72,8.65,7.45,-0.78,1.9,0.47,0.46,0.38,0.4,2.74,0.01,0.25
2003-12-03,0.0,15.85,-12.15,101.45,7.64,6.92,-1.14,-2.23,0.46,0.45,0.38,0.4,0.0,0.0,-36.69,100.75,6.96,5.12,-2.06,-3.99,0.45,0.45,0.38,0.4,0.0,75.99,0.88,102.05,8.69,7.63,0.03,-0.2,0.47,0.45,0.38,0.4,0.08,0.41,0.24
2003-12-04,0.0,15.62,-18.72,102.06,7.55,4.83,-2.94,-4.19,0.44,0.44,0.38,0.4,0.0,0.0,-43.51,101.99,6.51,4.31,-4.61,-5.48,0.44,0.44,0.38,0.4,0.0,88.19,-8.3,102.2,8.66,5.37,-1.81,-3.02,0.45,0.45,0.38,0.4,0.13,1.77,0.24
2003-12-05,0.0,23.26,-28.46,102.14,6.47,4.4,-1.1,-1.49,0.44,0.44,0.38,0.4,0.0,0.0,-55.97,101.9,3.18,2.91,-3.09,-3.03,0.43,0.44,0.38,0.4,0.0,119.89,-7.92,102.28,8.45,5.05,1.6,-0.22,0.44,0.44,0.38,0.4,0.08,0.9,0.23
2003-12-06,0.0,16.33,-24.88,102.05,6.04,2.32,-2.67,-3.09,0.43,0.43,0.38,0.4,0.0,0.0,-47.62,101.79,3.15,-1.12,-4.77,-4.62,0.43,0.43,0.38,0.4,0.0,87.81,2.8,102.34,8.58,7.79,1.41,-1.1,0.43,0.44,0.39,0.4,0.12,1.89,0.22
2003-12-07,0.0,34.92,-68.13,102.18,2.63,-2.76,-3.8,-0.28,0.43,0.43,0.39,0.4,0.0,0.0,-103.69,101.87,-0.38,-5.07,-5.63,-0.81,0.42,0.43,0.39,0.4,0.0,173.99,-29.56,102.35,4.89,-0.96,-3.13,0.88,0.43,0.43,0.39,0.4,0.0,1.92,0.21
2003-12-08,0.0,32.9,-53.21,101.32,2.63,0.77,-2.62,2.11,0.42,0.43,0.39,0.4,0.0,0.0,-85.64,101.02,-0.61,-2.65,-3.85,0.31,0.42,0.42,0.39,0.4,0.0,186.08,-3.33,101.81,6.2,4.86,-0.75,3.99,0.42,0.43,0.39,0.4,0.05,0.53,0.26
2003-12-09,0.0,36.66,-57.74,100.92,4.01,3.41,-1.63,1.2,0.42,0.42,0.39,0.4,0.0,-0.0,-91.22,100.8,1.68,1.64,-2.42,-1.28,0.42,0.42,0.39,0.4,0.0,184.34,-9.9,101.03,7.48,5.45,-0.62,2.34,0.42,0.42,0.39,0.4,0.03,0.01,0.25
2003-12-10,0.0,16.22,-14.06,100.59,2.43,2.07,1.3,0.0,0.42,0.42,0.39,0.4,0.0,-0.0,-44.13,100.38,1.43,1.24,-0.37,-1.76,0.42,0.42,0.39,0.4,0.0,74.95,-1.92,100.77,3.61,2.89,2.72,2.86,0.42,0.42,0.39,0.4,0.03,0.29,0.23
2003-12-11,0.0,3.92,-11.36,100.03,7.54,6.68,1.72,1.59,0.45,0.43,0.39,0.39,0.0,-0.0,-54.17,99.45,3.5,3.17,-0.16,-5.56,0.42,0.42,0.39,0.39,0.0,18.24,-0.48,100.9,9.78,9.23,4.6,6.65,0.48,0.44,0.39,0.4,6.81,0.25,0.27
2003-12-12,0.0,4.92,-17.53,100.8,6.54,6.0,0.69,3.03,0.46,0.44,0.39,0.39,0.0,0.0,-71.24,100.14,1.19,1.09,-2.14,-2.21,0.44,0.44,0.39,0.39,0.0,29.69,3.87,101.16,11.65,11.15,4.71,5.75,0.48,0.45,0.39,0.39,6.02,0.02,0.27
2003-12-13,0.0,5.54,-17.06,99.76,11.5,10.33,6.25,3.34,0.47,0.46,0.39,0.39,0.0,0.0,-72.45,99.59,8.39,5.78,5.22,0.59,0.46,0.45,0.39,0.39,0.0,30.82,0.84,100.08,12.98,11.99,7.7,5.72,0.49,0.47,0.4,0.39,7.09,0.69,0.4
